Mode,Band,Node,Lv,x,y, tuning OK
0,0,00,0,0,0,0
0,0,01,0.158109694719315,0.337373316287994,0.626153945922852,0
0,0,02,0.173118099570274,0.300597727298737,0.525598287582397,0
0,0,03,0.200819194316864,0.293880969285965,0.380414545536041,0
0,0,04,0.292353898286819,0.299713373184204,0.309538334608078,1
0,0,05,0.509966790676117,0.298967063426971,0.309415996074677,1
0,0,06,0.792861878871918,0.299984782934189,0.30964931845665,1
0,0,07,1.57309365272522,0.30089595913887,0.309975355863571,1
0,0,08,2.6428279876709,0.300362467765808,0.31062126159668,1
0,0,09,4.01203918457031,0.300390511751175,0.309967815876007,1
0,0,10,7.75575685501099,0.300713658332825,0.310145795345306,1
0,0,11,12.801815032959,0.299424111843109,0.309516340494156,1
0,0,12,19.3831233978271,0.298833221197128,0.309285551309586,1
0,0,13,27.4006252288818,0.301041185855865,0.309908777475357,1
0,0,14,36.8112182617188,0.299141943454742,0.310020804405212,1
0,0,15,60.7044219970703,0.299463748931885,0.309721678495407,1
0,0,16,90.9970092773438,0.29899263381958,0.309042006731033,1
0,0,17,128.776626586914,0.301316410303116,0.310123026371002,1
0,0,18,173.951171875,0.302251875400543,0.311029821634293,1
0,0,19,225.188583374023,0.30143478512764,0.310550093650818,1
0,0,20,507.664154052734,0.302052587270737,0.310308843851089,1
0,0,21,690.3125,0.299404948949814,0.309030950069427,1
0,0,22,740.5234375,0.30079248547554,0.308998733758926,1
0,0,23,795.334167480469,0.301759660243988,0.308464705944061,1
0,0,24,0,0,0,0
0,1,00,0,0,0,0
0,1,01,0.00419399980455637,0.313934981822968,0.414521098136902,0
0,1,02,0.0340002998709679,0.298929005861282,0.310036420822144,1
0,1,03,0.105255402624607,0.299771100282669,0.310564309358597,1
0,1,04,0.22027550637722,0.300247192382813,0.310550332069397,1
0,1,05,0.381625086069107,0.301293760538101,0.31108158826828,1
0,1,06,0.593161582946777,0.298787146806717,0.309827625751495,1
0,1,07,1.18302798271179,0.300341635942459,0.311237245798111,1
0,1,08,1.98670208454132,0.300114691257477,0.309729188680649,1
0,1,09,3.00820088386536,0.300341248512268,0.308784663677216,1
0,1,10,5.84476280212402,0.300881743431091,0.310765773057938,1
0,1,11,9.68755340576172,0.300013542175293,0.310440957546234,1
0,1,12,14.5562973022461,0.299780517816544,0.310019463300705,1
0,1,13,20.6249942779541,0.300151467323303,0.310413032770157,1
0,1,14,27.6608600616455,0.300176024436951,0.309748321771622,1
0,1,15,45.5532417297363,0.301002830266953,0.309825450181961,1
0,1,16,68.190299987793,0.299904465675354,0.308839052915573,1
0,1,17,97.0124053955078,0.29760405421257,0.310312330722809,1
0,1,18,130.219863891602,0.29750856757164,0.308398336172104,1
0,1,19,168.522079467773,0.300022840499878,0.310073494911194,1
0,1,20,378.191375732422,0.300980865955353,0.31074520945549,1
0,1,21,523.442810058594,0.300262033939362,0.310468703508377,1
0,1,22,562.39794921875,0.300399303436279,0.309445679187775,1
0,1,23,599.778869628906,0.299647837877274,0.308530807495117,1
0,1,24,0,0,0,0
