Mode,Band,Node,Lv,x,y, tuning OK
0,2,00,0,0,0,0
0,2,01,0.0283234994858503,0.31819674372673,0.365886598825455,0
0,2,02,0.0313092991709709,0.30382239818573,0.319656521081924,1
0,2,03,0.0979821011424065,0.301896750926971,0.320898741483688,0
0,2,04,0.201580598950386,0.304271250963211,0.320906519889832,1
0,2,05,0.35028600692749,0.304203361272812,0.321092307567596,1
0,2,06,0.546654999256134,0.305172473192215,0.321908056735992,1
0,2,07,1.08081269264221,0.305280655622482,0.32103618979454,1
0,2,08,1.81166756153107,0.305291056632996,0.320907711982727,1
0,2,09,2.76684045791626,0.304950714111328,0.321428447961807,1
0,2,10,5.32920551300049,0.305417388677597,0.321090698242188,1
0,2,11,8.82701873779297,0.304912865161896,0.320940524339676,1
0,2,12,13.3614501953125,0.305172562599182,0.321253180503845,1
0,2,13,18.8812026977539,0.304759114980698,0.320964395999908,1
0,2,14,25.3841686248779,0.305368810892105,0.321574479341507,1
0,2,15,41.6349182128906,0.304781198501587,0.320753782987595,1
0,2,16,62.6612548828125,0.305221915245056,0.321125000715256,1
0,2,17,88.4355087280273,0.305214941501617,0.321069955825806,1
0,2,18,118.629722595215,0.305044412612915,0.320744931697845,1
0,2,19,153.663619995117,0.305567234754562,0.32062029838562,1
0,2,20,347.356842041016,0.30524155497551,0.32041072845459,1
0,2,21,476.337524414063,0.305123805999756,0.320695221424103,1
0,2,22,511.351806640625,0.304699599742889,0.320802211761475,1
0,2,23,550.134704589844,0.304998159408569,0.320830076932907,1
0,2,24,555.669860839844,0.305132955312729,0.320836991071701,1
1,2,00,0,0,0,0
1,2,01,0.0297986995428801,0.318632483482361,0.362988412380219,0
1,2,02,0.0312274992465973,0.305269062519073,0.319954544305801,1
1,2,03,0.0958542972803116,0.305675327777863,0.319541484117508,1
1,2,04,0.201406896114349,0.305239468812943,0.321044236421585,1
1,2,05,0.351704090833664,0.305348008871078,0.321849912405014,1
1,2,06,0.547412097454071,0.30446058511734,0.321487545967102,1
1,2,07,1.07995092868805,0.304474472999573,0.320591807365417,1
1,2,08,1.81750583648682,0.30532643198967,0.32061442732811,1
1,2,09,2.75842952728271,0.304995745420456,0.321091175079346,1
1,2,10,5.33376789093018,0.305180281400681,0.320516139268875,1
1,2,11,8.82303714752197,0.304983019828796,0.321293115615845,1
1,2,12,13.2836122512817,0.304496616125107,0.321089863777161,1
1,2,13,18.8571090698242,0.305029988288879,0.320446670055389,1
1,2,14,25.4388961791992,0.305177539587021,0.321291118860245,1
1,2,15,41.7550849914551,0.304867148399353,0.321218550205231,1
1,2,16,62.7210807800293,0.304876744747162,0.320939213037491,1
1,2,17,88.4026718139648,0.305119216442108,0.321477830410004,1
1,2,18,118.746482849121,0.304602861404419,0.320663332939148,1
1,2,19,154.132217407227,0.304405778646469,0.320795327425003,1
1,2,20,347.989929199219,0.305096417665482,0.321349948644638,1
1,2,21,476.302124023438,0.304576396942139,0.321173369884491,1
1,2,22,512.833618164063,0.305027276277542,0.321125715970993,1
1,2,23,549.004821777344,0.305011451244354,0.320549726486206,1
1,2,24,553.155944824219,0.305496424436569,0.32069531083107,1
4,1,00,0,0,0,0
4,1,01,0.025874899700284,0.317119687795639,0.363593816757202,0
4,1,02,0.0302553996443748,0.320621997117996,0.367205709218979,0
4,1,03,0.0299672000110149,0.319086462259293,0.367976546287537,0
4,1,04,0.0303821004927158,0.315442621707916,0.358239769935608,0
4,1,05,0.0414952002465725,0.305333822965622,0.320759892463684,1
4,1,06,0.0646179020404816,0.305508553981781,0.320838510990143,1
4,1,07,0.120864801108837,0.305175244808197,0.315004736185074,0
4,1,08,0.209030002355576,0.306579828262329,0.317708522081375,0
4,1,09,0.326014399528503,0.304492145776749,0.320681124925613,1
4,1,10,0.613589107990265,0.306643605232239,0.320822805166245,0
4,1,11,1.04641020298004,0.304662883281708,0.321313500404358,1
4,1,12,1.56392359733582,0.307000547647476,0.323347896337509,0
4,1,13,2.22636151313782,0.305422872304916,0.320891320705414,1
4,1,14,2.99745464324951,0.305426180362701,0.321110904216766,1
4,1,15,4.93784141540527,0.304469138383865,0.32064750790596,1
4,1,16,7.38546991348267,0.305257827043533,0.321181416511536,1
4,1,17,10.4215574264526,0.305524498224258,0.32059845328331,1
4,1,18,14.0390634536743,0.30457529425621,0.32084247469902,1
4,1,19,18.1899642944336,0.305200546979904,0.32094395160675,1
4,1,20,41.0858840942383,0.304995000362396,0.321071654558182,1
4,1,21,56.280345916748,0.304824322462082,0.321306556463242,1
4,1,22,60.5157470703125,0.304445326328278,0.320634692907333,1
4,1,23,64.969841003418,0.305359035730362,0.32128694653511,1
4,1,24,65.387580871582,0.305036634206772,0.321029424667358,1
