5
0,1024,2048,3072,4095
2.0,0.0,-0.0
1070.0,29.0,0.0
1963.0,106.0,0.0
2927.0,242.0,0.0
3848.0,400.0,0.0
266.0,1161.0,22.0
1115.0,1167.0,20.0
2005.0,1187.0,10.0
2971.0,1222.0,0.0
3891.0,1264.0,0.0
636.0,1955.0,75.0
1181.0,1961.0,75.0
2006.0,1973.0,67.0
2951.0,1992.0,52.0
3865.0,2027.0,30.0
996.0,3020.0,174.0
1412.0,3026.0,174.0
2143.0,3038.0,166.0
3053.0,3054.0,151.0
3943.0,3074.0,134.0
1352.0,3968.0,288.0
1653.0,3974.0,287.0
2303.0,3986.0,282.0
3166.0,4004.0,268.0
4042.0,4029.0,262.0
167.0,0.0,1026.0
1078.0,28.0,1025.0
1957.0,104.0,1027.0
2916.0,239.0,1029.0
3834.0,399.0,1031.0
367.0,1165.0,1043.0
1121.0,1169.0,1043.0
1998.0,1187.0,1045.0
2959.0,1219.0,1047.0
3877.0,1263.0,1048.0
663.0,1962.0,1040.0
1189.0,1966.0,1041.0
2004.0,1975.0,1043.0
2944.0,1992.0,1044.0
3855.0,2027.0,1047.0
1009.0,3030.0,1069.0
1417.0,3034.0,1069.0
2140.0,3043.0,1071.0
3046.0,3055.0,1070.0
3933.0,3075.0,1072.0
1359.0,3982.0,1100.0
1654.0,3985.0,1100.0
2300.0,3995.0,1101.0
3158.0,4010.0,1100.0
4032.0,4033.0,1106.0
498.0,40.0,1920.0
1148.0,65.0,1920.0
1992.0,138.0,1923.0
2939.0,268.0,1927.0
3851.0,423.0,1936.0
600.0,1173.0,1939.0
1192.0,1177.0,1939.0
2034.0,1194.0,1942.0
2982.0,1227.0,1946.0
3894.0,1271.0,1954.0
773.0,1977.0,1933.0
1256.0,1979.0,1933.0
2041.0,1988.0,1935.0
2969.0,2003.0,1939.0
3873.0,2040.0,1950.0
1086.0,3041.0,1953.0
1469.0,3044.0,1953.0
2172.0,3051.0,1955.0
3065.0,3063.0,1957.0
3947.0,3085.0,1967.0
1417.0,3995.0,1973.0
1698.0,3998.0,1972.0
2332.0,4006.0,1975.0
3179.0,4020.0,1979.0
4049.0,4045.0,1994.0
769.0,123.0,2926.0
1265.0,145.0,2925.0
2055.0,211.0,2929.0
2983.0,330.0,2932.0
3889.0,472.0,2938.0
826.0,1193.0,2948.0
1308.0,1197.0,2947.0
2097.0,1216.0,2950.0
3026.0,1247.0,2952.0
3930.0,1289.0,2957.0
938.0,2002.0,2941.0
1364.0,2004.0,2940.0
2105.0,2013.0,2943.0
3013.0,2028.0,2946.0
3911.0,2065.0,2953.0
1213.0,3061.0,2959.0
1557.0,3063.0,2958.0
2232.0,3070.0,2961.0
3106.0,3082.0,2962.0
3980.0,3103.0,2968.0
1516.0,4017.0,2977.0
1777.0,4020.0,2977.0
2395.0,4028.0,2981.0
3225.0,4041.0,2986.0
4089.0,4064.0,3000.0
1018.0,238.0,3845.0
1421.0,255.0,3843.0
2152.0,313.0,3845.0
3051.0,413.0,3848.0
3939.0,532.0,3864.0
1063.0,1219.0,3868.0
1463.0,1224.0,3866.0
2194.0,1244.0,3868.0
3093.0,1272.0,3869.0
3979.0,1303.0,3883.0
1143.0,2028.0,3860.0
1505.0,2031.0,3859.0
2200.0,2042.0,3861.0
3080.0,2057.0,3863.0
3962.0,2087.0,3880.0
1375.0,3082.0,3874.0
1675.0,3085.0,3873.0
2319.0,3094.0,3876.0
3166.0,3105.0,3877.0
4024.0,3119.0,3895.0
1650.0,4049.0,3895.0
1892.0,4052.0,3896.0
2490.0,4062.0,3902.0
3297.0,4073.0,3909.0
4095.0,4084.0,3938.0
