0,0,0,0.000355500033551964,0.000299800012726337,0.000396300050044493
48,0,0,0.00244689982535598,0.00111019995529205,0.00028039988519954
96,0,0,0.0980040998315229,0.0453829988837242,0.000209002088637952
144,0,0,0.273719095712,0.126777902245522,0.00205419152888655
192,0,0,0.527961366180564,0.244270399212837,0.00073591546812064
240,0,0,0.93417944513702,0.431315094232559,0.0017551047778834
0,48,0,0.0018467999073617,0.00485179992392659,0.000278999959048625
48,48,0,0.0258611997600313,0.0254263002425432,0.000876799476543792
96,48,0,0.125747093150763,0.079952098429203,0.00208680616600565
144,48,0,0.300698010496887,0.162992805242538,0.00306261087749584
192,48,0,0.547810337508075,0.27764031291008,0.0035927800043831
240,48,0,0.952353500153703,0.465253412723541,0.0015857753592745
0,96,0,0.0462444986298051,0.130136996507645,0.00735720726300457
48,96,0,0.0763660987861729,0.156613692641258,0.00820970321356575
96,96,0,0.174074204714038,0.204827293753624,0.0082338995461869
144,96,0,0.344758516881196,0.282995909452438,0.00872687445801234
192,96,0,0.595155186780109,0.401053994894028,0.00924563642350462
240,96,0,0.996170216392804,0.585922300815582,0.0101828098612799
0,144,0,0.131159099587877,0.375759989023209,0.0217871959022447
48,144,0,0.162726785169225,0.401837885379791,0.0227301924205887
96,144,0,0.257683309345195,0.446564912796021,0.0240951033984206
144,144,0,0.427977369364175,0.522540271282196,0.0233648092157576
192,144,0,0.680082543076916,0.642804324626923,0.0234878656920498
240,144,0,1.08330620303504,0.828414380550385,0.0230364822657685
0,192,0,0.244063290592455,0.706287980079651,0.0413106669388381
48,192,0,0.273298284127568,0.725465178489685,0.0413653732537438
96,192,0,0.368734016181717,0.768756926059723,0.0422010624591812
144,192,0,0.535082675554419,0.839845180511475,0.042881875219419
192,192,0,0.787563475720197,0.962294280529022,0.0424498045474654
240,192,0,1.18762417514005,1.14591383934021,0.0423094942543448
0,240,0,0.413561115319638,1.21153855323792,0.0712644756789047
48,240,0,0.443731712931583,1.23100507259369,0.0716300445247506
96,240,0,0.537250471690024,1.27087140083313,0.0707812801365973
