R_inp,G_inp,B_inp,xtarg,ytarg,Ytarg,xout,yout,Yout,delta_uv,JNCD,DEL*a*b*,DE2000
0,0,255,0.150016622340426,0.0600066489361702,9.45158548583984,0.360037595033646,0.529005169868469,95.918212890625,0.393996769106287,98.4991922765718,354.879455753243,54.603791291031
128,0,255,0.200793490969908,0.0879786909747207,15.4592255964846,0.220709457993507,0.191457733511925,5.11987733840942,0.143281032043572,35.8202580108931,251.46085702871,17.4662271510791
255,0,255,0.320920162381597,0.154154262516915,37.2827083984375,0.615578174591064,0.335065126419067,45.9659080505371,0.225830747327153,56.4576868317882,336.917240221427,46.4229029471012
255,0,128,0.499282256818609,0.252410656389521,29.8713468824403,0.288282662630081,0.142422676086426,42.4080200195313,0.184168836579719,46.0422091449298,241.816463646988,35.0505966328123
255,0,0,0.640074499456775,0.329970510631693,27.8311229125977,0.324294090270996,0.166150629520416,37.5630264282227,0.234811362892173,58.7028407230433,353.760725287994,48.0484378392806
255,128,0,0.543021972996238,0.407033166620029,48.0412085529227,0.244139954447746,0.411623150110245,381.185333251953,0.192993042059615,48.2482605149038,405.531235841211,96.19471388065
255,255,0,0.419321461634809,0.505255132603605,121.456800744629,0.338933795690536,0.628811240196228,1528.97094726563,0.0696680245954498,17.4170061488625,192.786612417446,66.749468516208
128,255,0,0.335532975138708,0.571785737690509,99.633317942676,0.244661971926689,0.713671565055847,308.254791259766,0.0610488934983469,15.2622233745867,139.452641297893,48.2127329613022
0,255,0,0.3,0.6,93.6256778320313,0.241839408874512,0.708607912063599,133.282363891602,0.0406032804990023,10.1508201247506,88.3008418847346,31.4714103420963
0,255,128,0.273166935869511,0.503391452804715,95.6659018018739,0.180185183882713,0.328635573387146,334.138610839844,0.0862312828559487,21.5578207139872,374.851040067036,33.7943754952518
0,255,255,0.224657648630595,0.32874081496326,103.077263317871,0.242970556020737,0.70038229227066,1529.56567382813,0.131430357571738,32.8575893929344,386.711501841096,70.2457367726389
0,128,255,0.176440059079355,0.155140392247803,29.6616711261649,0.609593510627747,0.371292114257813,239.133483886719,0.325764138242971,81.4410345607428,451.135872575205,81.8703847394259
63,63,255,0.169005858404547,0.0914020318996039,15.4887859662737,0.6559237241745,0.320722550153732,181.540878295898,0.421824880927264,105.456220231816,444.565304090076,81.8187392903288
159,63,255,0.229673274761234,0.122126499562091,23.7545596255194,0.237155809998512,0.653500318527222,97.6619110107422,0.323732601004444,80.933150251111,386.055876880587,41.5803826060496
255,63,255,0.320270090680856,0.168008442591959,41.936519331404,0.303523927927017,0.655653715133667,515.425048828125,0.28829393246108,72.0734831152701,446.316924696276,66.856204353323
255,63,159,0.43968336826417,0.243759311523019,35.7618368724912,0.226151764392853,0.466152220964432,722.280578613281,0.250727305190599,62.6818262976497,320.633996631962,100.148858056362
255,63,63,0.575283919807782,0.329778720878843,32.9547397031707,0.273614257574081,0.676278650760651,608.065307617188,0.299809559932218,74.9523899830544,267.701542354356,94.5079044451381
255,159,63,0.488065202753247,0.415393432054996,60.7613310535586,0.417642593383789,0.55806577205658,177.237899780273,0.0960161373251195,24.0040343312799,130.083984949689,39.5653310057562
255,255,63,0.410827057613752,0.491211120175369,121.926606602235,0.35156524181366,0.613980233669281,1456.61010742188,0.0628696895620961,15.717422390524,188.21445237213,59.5977477016663
159,255,63,0.345415406289095,0.53721824001956,103.744646896351,0.247292697429657,0.71036970615387,570.496948242188,0.0734363758202627,18.3590939550657,191.808906658797,58.8826451440359
63,255,63,0.301496424343257,0.568108545108912,95.4788732371051,0.241205722093582,0.716438829898834,190.880630493164,0.0507845467034726,12.6961366758681,134.937352613799,42.5784901128203
63,255,159,0.268513508501889,0.457475431923356,98.2859704064256,0.202308356761932,0.478823512792587,606.561096191406,0.0380554338553212,9.51385846383029,245.859827150751,45.9464863326856
63,255,255,0.230138850487552,0.328757040136042,104.460652865338,0.239166676998138,0.718647241592407,1400.06005859375,0.136147890018336,34.0369725045841,430.489665586116,74.4745040283381
63,159,255,0.197137346164083,0.200625370744229,43.2953773166616,0.315197259187698,0.631949186325073,189.926986694336,0.213474939313123,53.3687348282807,370.117749764643,40.914889903928
127,127,255,0.215904016359981,0.168939939391964,35.2284543009604,0.236879795789719,0.680407345294952,117.0986328125,0.261506867768265,65.3767169420662,380.575742078502,42.3905268093675
191,127,255,0.262996668784028,0.186818026206665,43.8217258403058,0.252814292907715,0.696355938911438,318.140380859375,0.256383003075563,64.0957507688908,426.250348533219,61.4353377680536
255,127,255,0.318400564273079,0.207851363732587,57.1529569181338,0.341779440641403,0.62228262424469,390.851379394531,0.223794826150895,55.9487065377237,409.905289914629,51.8597886242737
255,127,191,0.382073209807881,0.26375731302549,52.6256056301791,0.254137873649597,0.430039077997208,430.272186279297,0.164097559751301,41.0243899378253,200.106189020504,68.191505740889
255,127,127,0.456867369320593,0.329428190275871,49.7072885787175,0.257572829723358,0.45588481426239,407.661163330078,0.174854712093551,43.7136780233877,238.841626518435,84.1058440498317
255,191,127,0.418901089047044,0.394914117697228,78.6156037477665,0.273679494857788,0.147802904248238,98.4639129638672,0.200923168010794,50.2307920026985,416.866593698955,31.7374481383792
255,255,127,0.386443867168638,0.450897776378403,123.462717891052,0.348956495523453,0.452298849821091,1086.39929199219,0.022298613482517,5.57465337062924,268.810188321667,53.9025700703194
191,255,127,0.342543327295191,0.471828892639113,110.131486813224,0.220196679234505,0.547489166259766,1250.04125976563,0.0756518171239215,18.9129542809804,319.090138600226,68.3087664860136
127,255,127,0.305178169185868,0.489644037298851,101.538215273879,0.19793276488781,0.439977437257767,634.237182617188,0.056468715280273,14.1171788200682,342.67371551667,50.1112818458038
127,255,191,0.275702123324569,0.40802580378303,104.456532325341,0.22450952231884,0.625177681446075,1244.67456054688,0.0852339167402774,21.3084791850693,225.142375606795,60.8995778470184
127,255,255,0.247092702004161,0.328807226058283,108.983883613295,0.240346655249596,0.717962503433228,1082.97521972656,0.138782391519437,34.6955978798593,421.766222432055,70.6159545496151
127,191,255,0.231687724104921,0.249844231400455,64.1367694700094,0.258390605449677,0.64335161447525,31.654504776001,0.174246461441782,43.5616153604455,340.329853156921,28.0728604424492
191,191,255,0.269302036246271,0.257224232565116,72.7300410093548,0.450476944446564,0.499882161617279,35.4526977539063,0.14120105174924,35.3002629373101,343.120111621299,55.7244954450293
223,191,255,0.291835127479228,0.261645268869534,78.7670244596242,0.572572648525238,0.405186802148819,51.9489135742188,0.17692543146308,44.23135786577,365.926148577755,56.558159523796
255,191,255,0.315657112250729,0.266319188591835,86.0612720871828,0.646089732646942,0.347250819206238,116.60041809082,0.235829054405403,58.9572636013507,432.778566136007,59.5197734009438
255,191,223,0.339916154986239,0.296534896834961,83.5841099107495,0.450329393148422,0.250875145196915,91.4690628051758,0.121832539924356,30.458134981089,94.0942260342997,24.883314609677
255,191,191,0.366109234069954,0.329159532695971,81.5339207992281,0.319760650396347,0.171262130141258,96.333984375,0.138409142698023,34.6022856745057,262.574041729568,11.878723790527
255,223,191,0.358161606876919,0.361719871553352,101.842719311141,0.451517641544342,0.245257586240768,209.694854736328,0.151807891488538,37.9519728721344,253.240171247072,28.0593838006219
255,255,191,0.35078478203005,0.391941711465034,126.381034942514,0.338033199310303,0.454953640699387,564.862182617188,0.0347499370264418,8.68748425661044,109.606557848564,35.1429993907373
223,255,191,0.329492551445304,0.396502900536994,119.086787314955,0.257048040628433,0.565273344516754,882.3193359375,0.0878466236811025,21.9616559202756,175.691003433978,55.7394961127757
191,255,191,0.309346071665276,0.400818648623854,113.049803864686,0.234460920095444,0.627382934093475,1325.78344726563,0.0988675501919816,24.7168875479954,237.894758350436,63.8096108715335
191,255,223,0.29213093504407,0.363994789873123,115.099992976207,0.253927618265152,0.672317564487457,888.824401855469,0.117905266332979,29.4763165832448,292.786073128665,56.3861743650307
191,255,255,0.27572038246966,0.328891968250603,117.577155152641,0.2826808989048,0.679494440555573,511.515869140625,0.132171202382835,33.0428005957089,382.552881744806,57.1671868025923
