EN_BC_SYNC,EN_SYNC,OUT_SYNC,ACL_MD,GRD_EN,MSB_R,MSB_G,MSG_B,X_POS,Y_POS,A_AX,B_AY,SHP,GRD_WIDTH,GRD_STEP2,R_DATA,G_DATA,B_DATA,INTER_EN,INTER_SP,MAN_CIR,R_1C,R_1B,R_2C,R_2B,R_3C,R_3B,R_4C,R_4B,G_1C,G_1B,G_2C,G_2B,G_3C,G_3B,G_4C,G_4B,B_1C,B_1B,B_2C,B_2B,B_3C,B_3B,B_4C,B_4B
1,0,0,1,0,0,0,0,671,2272,100,100,0,1,0,1023,1023,1023,0,2,0,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
