5
0,1024,2048,3072,4095
6.0,0.0,0.0
1107.0,248.0,85.0
2112.0,627.0,319.0
3139.0,874.0,543.0
4095.0,1154.0,731.0
0.0,1027.0,112.0
1050.0,1066.0,182.0
2087.0,1175.0,375.0
3135.0,1333.0,574.0
4095.0,1508.0,752.0
0.0,1994.0,409.0
934.0,2013.0,428.0
2047.0,2061.0,538.0
3108.0,2139.0,671.0
4086.0,2249.0,823.0
0.0,2993.0,713.0
681.0,3004.0,649.0
1974.0,3037.0,712.0
3071.0,3082.0,807.0
4060.0,3150.0,941.0
0.0,3885.0,951.0
0.0,3888.0,865.0
1856.0,3921.0,896.0
3013.0,3967.0,989.0
4032.0,4028.0,1125.0
150.0,0.0,975.0
1117.0,236.0,989.0
2107.0,601.0,1038.0
3131.0,851.0,1113.0
4095.0,1144.0,1216.0
0.0,1021.0,1001.0
1061.0,1052.0,1007.0
2083.0,1151.0,1052.0
3128.0,1313.0,1127.0
4095.0,1500.0,1230.0
0.0,1985.0,1078.0
947.0,1999.0,1067.0
2046.0,2044.0,1108.0
3106.0,2129.0,1178.0
4087.0,2249.0,1275.0
0.0,2994.0,1245.0
710.0,3001.0,1164.0
1980.0,3032.0,1202.0
3075.0,3084.0,1264.0
4065.0,3157.0,1349.0
0.0,3904.0,1422.0
0.0,3902.0,1311.0
1869.0,3931.0,1325.0
3021.0,3978.0,1386.0
4038.0,4040.0,1477.0
493.0,55.0,1896.0
1186.0,276.0,1903.0
2140.0,617.0,1926.0
3152.0,866.0,1960.0
4095.0,1157.0,2009.0
325.0,1035.0,1911.0
1132.0,1066.0,1913.0
2117.0,1165.0,1931.0
3150.0,1327.0,1966.0
4095.0,1511.0,2018.0
0.0,2003.0,1949.0
1023.0,2016.0,1942.0
2080.0,2060.0,1959.0
3127.0,2143.0,1993.0
4095.0,2260.0,2045.0
0.0,3009.0,2060.0
808.0,3015.0,1990.0
2012.0,3043.0,2007.0
3094.0,3094.0,2040.0
4078.0,3162.0,2090.0
0.0,3923.0,2201.0
0.0,3917.0,2069.0
1904.0,3943.0,2078.0
3042.0,3989.0,2118.0
4054.0,4048.0,2185.0
768.0,159.0,2892.0
1302.0,344.0,2898.0
2200.0,643.0,2913.0
3193.0,887.0,2938.0
4095.0,1177.0,2973.0
690.0,1055.0,2903.0
1251.0,1087.0,2906.0
2178.0,1186.0,2917.0
3191.0,1345.0,2944.0
4095.0,1527.0,2980.0
417.0,2021.0,2928.0
1155.0,2035.0,2929.0
2143.0,2079.0,2939.0
3169.0,2163.0,2964.0
4095.0,2278.0,3001.0
0.0,3023.0,2990.0
960.0,3033.0,2964.0
2075.0,3062.0,2973.0
3134.0,3112.0,2996.0
4095.0,3178.0,3031.0
0.0,3947.0,3144.0
514.0,3941.0,3017.0
1972.0,3967.0,3025.0
3086.0,4012.0,3055.0
4093.0,4069.0,3108.0
998.0,292.0,3776.0
1450.0,433.0,3779.0
2284.0,678.0,3790.0
3250.0,916.0,3809.0
4095.0,1205.0,3839.0
937.0,1084.0,3785.0
1405.0,1115.0,3786.0
2265.0,1212.0,3795.0
3248.0,1366.0,3815.0
4095.0,1548.0,3845.0
813.0,2043.0,3801.0
1325.0,2057.0,3804.0
2230.0,2101.0,3810.0
3227.0,2184.0,3828.0
4095.0,2299.0,3859.0
386.0,3045.0,3829.0
1154.0,3057.0,3828.0
2165.0,3085.0,3833.0
3193.0,3134.0,3850.0
4095.0,3197.0,3879.0
0.0,3966.0,3944.0
852.0,3968.0,3876.0
2060.0,3991.0,3883.0
3144.0,4034.0,3907.0
4095.0,4087.0,3953.0
