5,,,,
0,1024,2048,3072,4095
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
0,0,0,,
